iteration, x, y, value
2078,0.0045756055,-0.4786533,0.0027657659
2079,0.0045756055,-0.4786533,0.0027657659
2080,0.0045756055,-0.4786533,0.0027657659
2081,0.0045756055,-0.4786533,0.0027657659
2082,0.0045756055,-0.4786533,0.0027657659
2083,0.0045756055,-0.4786533,0.0027657659
2084,0.0045756055,-0.4786533,0.0027657659
2085,0.0045756055,-0.4786533,0.0027657659
2086,0.0045756055,-0.4786533,0.0027657659
2087,0.0045756055,-0.4786533,0.0027657659
2088,0.0045756055,-0.4786533,0.0027657659
2089,0.0045756055,-0.4786533,0.0027657659
2090,0.0045756055,-0.4786533,0.0027657659
2091,0.0045756055,-0.4786533,0.0027657659
2092,0.0045756055,-0.4786533,0.0027657659
2093,0.0045756055,-0.4786533,0.0027657659
2094,0.0045756055,-0.4786533,0.0027657659
2095,0.0045756055,-0.4786533,0.0027657659
2096,0.0045756055,-0.4786533,0.0027657659
2097,0.0045756055,-0.4786533,0.0027657659
2098,0.0045756055,-0.4786533,0.0027657659
2099,0.0045756055,-0.4786533,0.0027657659
2100,0.0045756055,-0.4786533,0.0027657659
2101,0.0045756055,-0.4786533,0.0027657659
2102,0.0045756055,-0.4786533,0.0027657659
2103,0.0045756055,-0.4786533,0.0027657659
2104,0.0045756055,-0.4786533,0.0027657659
2105,0.0045756055,-0.4786533,0.0027657659
2106,0.0045756055,-0.4786533,0.0027657659
2107,0.0045756055,-0.4786533,0.0027657659
2108,0.0045756055,-0.4786533,0.0027657659
2109,0.0045756055,-0.4786533,0.0027657659
2110,0.0045756055,-0.4786533,0.0027657659
2111,0.0045756055,-0.4786533,0.0027657659
2112,0.0045756055,-0.4786533,0.0027657659
2113,0.0045756055,-0.4786533,0.0027657659
2114,0.0045756055,-0.4786533,0.0027657659
2115,0.0045756055,-0.4786533,0.0027657659
2116,0.0045756055,-0.4786533,0.0027657659
2117,0.0045756055,-0.4786533,0.0027657659
2118,0.0045756055,-0.4786533,0.0027657659
2119,0.0045756055,-0.4786533,0.0027657659
2120,0.0045756055,-0.4786533,0.0027657659
2121,0.0045756055,-0.4786533,0.0027657659
2122,0.0045756055,-0.4786533,0.0027657659
2123,0.0045756055,-0.4786533,0.0027657659
2124,0.0045756055,-0.4786533,0.0027657659
2125,0.0045756055,-0.4786533,0.0027657659
2126,0.0045756055,-0.4786533,0.0027657659
2127,0.0045756055,-0.4786533,0.0027657659
2128,0.0045756055,-0.4786533,0.0027657659
2129,0.0045756055,-0.4786533,0.0027657659
2130,0.0045756055,-0.4786533,0.0027657659
2131,0.0045756055,-0.4786533,0.0027657659
2132,0.0045756055,-0.4786533,0.0027657659
2133,0.0045756055,-0.4786533,0.0027657659
2134,0.0045756055,-0.4786533,0.0027657659
2135,0.0045756055,-0.4786533,0.0027657659
2136,0.0045756055,-0.4786533,0.0027657659
2137,0.0045756055,-0.4786533,0.0027657659
2138,0.0045756055,-0.4786533,0.0027657659
2139,0.0045756055,-0.4786533,0.0027657659
2140,0.0045756055,-0.4786533,0.0027657659
2141,0.0045756055,-0.4786533,0.0027657659
2142,0.0045756055,-0.4786533,0.0027657659
2143,0.0045756055,-0.4786533,0.0027657659
2144,0.0045756055,-0.4786533,0.0027657659
2145,0.0045756055,-0.4786533,0.0027657659
2146,0.0045756055,-0.4786533,0.0027657659
2147,0.0045756055,-0.4786533,0.0027657659
2148,0.0045756055,-0.4786533,0.0027657659
2149,0.0045756055,-0.4786533,0.0027657659
2150,0.0045756055,-0.4786533,0.0027657659
2151,0.0045756055,-0.4786533,0.0027657659
2152,0.0045756055,-0.4786533,0.0027657659
2153,0.0045756055,-0.4786533,0.0027657659
2154,0.0045756055,-0.4786533,0.0027657659
2155,0.0045756055,-0.4786533,0.0027657659
2156,0.0045756055,-0.4786533,0.0027657659
2157,0.0045756055,-0.4786533,0.0027657659
2158,0.0045756055,-0.4786533,0.0027657659
2159,0.0045756055,-0.4786533,0.0027657659
2160,0.0045756055,-0.4786533,0.0027657659
2161,0.0045756055,-0.4786533,0.0027657659
2162,0.0045756055,-0.4786533,0.0027657659
2163,0.0045756055,-0.4786533,0.0027657659
2164,0.0045756055,-0.4786533,0.0027657659
2165,0.0045756055,-0.4786533,0.0027657659
2166,0.0045756055,-0.4786533,0.0027657659
2167,0.0045756055,-0.4786533,0.0027657659
2168,0.0045756055,-0.4786533,0.0027657659
2169,0.0045756055,-0.4786533,0.0027657659
2170,0.0045756055,-0.4786533,0.0027657659
2171,0.0045756055,-0.4786533,0.0027657659
2172,0.0045756055,-0.4786533,0.0027657659
2173,0.0045756055,-0.4786533,0.0027657659
2174,0.0045756055,-0.4786533,0.0027657659
2175,0.0045756055,-0.4786533,0.0027657659
2176,0.0045756055,-0.4786533,0.0027657659
2177,0.0045756055,-0.4786533,0.0027657659
2178,0.0045756055,-0.4786533,0.0027657659
2179,0.0045756055,-0.4786533,0.0027657659
2180,0.0045756055,-0.4786533,0.0027657659
2181,0.0045756055,-0.4786533,0.0027657659
2182,0.0045756055,-0.4786533,0.0027657659
2183,0.0045756055,-0.4786533,0.0027657659
2184,0.0045756055,-0.4786533,0.0027657659
2185,0.0045756055,-0.4786533,0.0027657659
2186,0.0045756055,-0.4786533,0.0027657659
2187,0.0045756055,-0.4786533,0.0027657659
2188,0.0045756055,-0.4786533,0.0027657659
2189,0.0045756055,-0.4786533,0.0027657659
2190,0.0045756055,-0.4786533,0.0027657659
2191,0.0045756055,-0.4786533,0.0027657659
2192,0.0045756055,-0.4786533,0.0027657659
2193,0.0045756055,-0.4786533,0.0027657659
2194,0.0045756055,-0.4786533,0.0027657659
2195,0.0045756055,-0.4786533,0.0027657659
2196,0.0045756055,-0.4786533,0.0027657659
2197,0.0045756055,-0.4786533,0.0027657659
2198,0.0045756055,-0.4786533,0.0027657659
2199,0.0045756055,-0.4786533,0.0027657659
2200,0.0045756055,-0.4786533,0.0027657659
2201,0.0045756055,-0.4786533,0.0027657659
2202,0.0045756055,-0.4786533,0.0027657659
2203,0.0045756055,-0.4786533,0.0027657659
2204,0.0045756055,-0.4786533,0.0027657659
2205,0.0045756055,-0.4786533,0.0027657659
2206,0.0045756055,-0.4786533,0.0027657659
2207,0.0045756055,-0.4786533,0.0027657659
2208,0.0045756055,-0.4786533,0.0027657659
2209,0.0045756055,-0.4786533,0.0027657659
2210,0.0045756055,-0.4786533,0.0027657659
2211,0.0045756055,-0.4786533,0.0027657659
2212,0.0045756055,-0.4786533,0.0027657659
2213,0.0045756055,-0.4786533,0.0027657659
2214,0.0045756055,-0.4786533,0.0027657659
2215,0.0045756055,-0.4786533,0.0027657659
2216,0.0045756055,-0.4786533,0.0027657659
2217,0.0045756055,-0.4786533,0.0027657659
2218,0.0045756055,-0.4786533,0.0027657659
2219,0.0045756055,-0.4786533,0.0027657659
2220,0.0045756055,-0.4786533,0.0027657659
2221,0.0045756055,-0.4786533,0.0027657659
2222,0.0045756055,-0.4786533,0.0027657659
2223,0.0045756055,-0.4786533,0.0027657659
2224,0.0045756055,-0.4786533,0.0027657659
2225,0.0045756055,-0.4786533,0.0027657659
2226,0.0045756055,-0.4786533,0.0027657659
2227,0.0045756055,-0.4786533,0.0027657659
2228,0.0045756055,-0.4786533,0.0027657659
2229,0.0045756055,-0.4786533,0.0027657659
2230,0.0045756055,-0.4786533,0.0027657659
2231,0.0045756055,-0.4786533,0.0027657659
2232,0.0045756055,-0.4786533,0.0027657659
2233,0.0045756055,-0.4786533,0.0027657659
2234,0.0045756055,-0.4786533,0.0027657659
2235,0.0045756055,-0.4786533,0.0027657659
2236,0.0045756055,-0.4786533,0.0027657659
2237,0.0045756055,-0.4786533,0.0027657659
2238,0.0045756055,-0.4786533,0.0027657659
2239,0.0045756055,-0.4786533,0.0027657659
2240,0.0045756055,-0.4786533,0.0027657659
2241,0.0045756055,-0.4786533,0.0027657659
2242,0.0045756055,-0.4786533,0.0027657659
2243,0.0045756055,-0.4786533,0.0027657659
2244,0.0045756055,-0.4786533,0.0027657659
2245,0.0045756055,-0.4786533,0.0027657659
2246,0.0045756055,-0.4786533,0.0027657659
2247,0.0045756055,-0.4786533,0.0027657659
2248,0.0045756055,-0.4786533,0.0027657659
2249,0.0045756055,-0.4786533,0.0027657659
2250,0.0045756055,-0.4786533,0.0027657659
2251,0.0045756055,-0.4786533,0.0027657659
2252,0.0045756055,-0.4786533,0.0027657659
2253,0.0045756055,-0.4786533,0.0027657659
2254,0.0045756055,-0.4786533,0.0027657659
2255,0.0045756055,-0.4786533,0.0027657659
2256,0.0045756055,-0.4786533,0.0027657659
2257,0.0045756055,-0.4786533,0.0027657659
2258,0.0045756055,-0.4786533,0.0027657659
2259,0.0045756055,-0.4786533,0.0027657659
2260,0.0045756055,-0.4786533,0.0027657659
2261,0.0045756055,-0.4786533,0.0027657659
2262,0.0045756055,-0.4786533,0.0027657659
2263,0.0045756055,-0.4786533,0.0027657659
2264,0.0045756055,-0.4786533,0.0027657659
2265,0.0045756055,-0.4786533,0.0027657659
2266,0.0045756055,-0.4786533,0.0027657659
2267,0.0045756055,-0.4786533,0.0027657659
2268,0.0045756055,-0.4786533,0.0027657659
2269,0.0045756055,-0.4786533,0.0027657659
2270,0.0045756055,-0.4786533,0.0027657659
2271,0.0045756055,-0.4786533,0.0027657659
2272,0.0045756055,-0.4786533,0.0027657659
2273,0.0045756055,-0.4786533,0.0027657659
2274,0.0045756055,-0.4786533,0.0027657659
2275,0.0045756055,-0.4786533,0.0027657659
2276,0.0045756055,-0.4786533,0.0027657659
2277,0.0045756055,-0.4786533,0.0027657659
2278,0.0045756055,-0.4786533,0.0027657659
2279,0.0045756055,-0.4786533,0.0027657659
2280,0.0045756055,-0.4786533,0.0027657659
2281,0.0045756055,-0.4786533,0.0027657659
2282,0.0045756055,-0.4786533,0.0027657659
2283,0.0045756055,-0.4786533,0.0027657659
2284,0.0045756055,-0.4786533,0.0027657659
2285,0.0045756055,-0.4786533,0.0027657659
2286,0.0045756055,-0.4786533,0.0027657659
2287,0.0045756055,-0.4786533,0.0027657659
2288,0.0045756055,-0.4786533,0.0027657659
2289,0.0045756055,-0.4786533,0.0027657659
2290,0.0045756055,-0.4786533,0.0027657659
2291,0.0045756055,-0.4786533,0.0027657659
2292,0.0045756055,-0.4786533,0.0027657659
2293,0.0045756055,-0.4786533,0.0027657659
2294,0.0045756055,-0.4786533,0.0027657659
2295,0.0045756055,-0.4786533,0.0027657659
2296,0.0045756055,-0.4786533,0.0027657659
2297,0.0045756055,-0.4786533,0.0027657659
2298,0.0045756055,-0.4786533,0.0027657659
2299,0.0045756055,-0.4786533,0.0027657659
2300,0.0045756055,-0.4786533,0.0027657659
2301,0.0045756055,-0.4786533,0.0027657659
2302,0.0045756055,-0.4786533,0.0027657659
2303,0.0045756055,-0.4786533,0.0027657659
2304,0.0045756055,-0.4786533,0.0027657659
2305,0.0045756055,-0.4786533,0.0027657659
2306,0.0045756055,-0.4786533,0.0027657659
2307,0.0045756055,-0.4786533,0.0027657659
2308,0.0045756055,-0.4786533,0.0027657659
2309,0.0045756055,-0.4786533,0.0027657659
2310,0.0045756055,-0.4786533,0.0027657659
2311,0.0045756055,-0.4786533,0.0027657659
2312,0.0045756055,-0.4786533,0.0027657659
2313,0.0045756055,-0.4786533,0.0027657659
2314,0.0045756055,-0.4786533,0.0027657659
2315,0.0045756055,-0.4786533,0.0027657659
2316,0.0045756055,-0.4786533,0.0027657659
2317,0.0045756055,-0.4786533,0.0027657659
2318,0.0045756055,-0.4786533,0.0027657659
2319,0.0045756055,-0.4786533,0.0027657659
2320,0.0045756055,-0.4786533,0.0027657659
2321,0.0045756055,-0.4786533,0.0027657659
2322,0.0045756055,-0.4786533,0.0027657659
2323,0.0045756055,-0.4786533,0.0027657659
2324,0.0045756055,-0.4786533,0.0027657659
2325,0.0045756055,-0.4786533,0.0027657659
2326,0.0045756055,-0.4786533,0.0027657659
2327,0.0045756055,-0.4786533,0.0027657659
2328,0.0045756055,-0.4786533,0.0027657659
2329,0.0045756055,-0.4786533,0.0027657659
2330,0.0045756055,-0.4786533,0.0027657659
2331,0.0045756055,-0.4786533,0.0027657659
2332,0.0045756055,-0.4786533,0.0027657659
2333,0.0045756055,-0.4786533,0.0027657659
2334,0.0045756055,-0.4786533,0.0027657659
2335,0.0045756055,-0.4786533,0.0027657659
2336,0.0045756055,-0.4786533,0.0027657659
2337,0.0045756055,-0.4786533,0.0027657659
2338,0.0045756055,-0.4786533,0.0027657659
2339,0.0045756055,-0.4786533,0.0027657659
2340,0.0045756055,-0.4786533,0.0027657659
2341,0.0045756055,-0.4786533,0.0027657659
2342,0.0045756055,-0.4786533,0.0027657659
2343,0.0045756055,-0.4786533,0.0027657659
2344,0.0045756055,-0.4786533,0.0027657659
2345,0.0045756055,-0.4786533,0.0027657659
2346,0.0045756055,-0.4786533,0.0027657659
2347,0.0045756055,-0.4786533,0.0027657659
2348,0.0045756055,-0.4786533,0.0027657659
2349,0.0045756055,-0.4786533,0.0027657659
2350,0.0045756055,-0.4786533,0.0027657659
2351,0.0045756055,-0.4786533,0.0027657659
2352,0.0045756055,-0.4786533,0.0027657659
2353,0.0045756055,-0.4786533,0.0027657659
2354,0.0045756055,-0.4786533,0.0027657659
2355,0.0045756055,-0.4786533,0.0027657659
2356,0.0045756055,-0.4786533,0.0027657659
2357,0.0045756055,-0.4786533,0.0027657659
2358,0.0045756055,-0.4786533,0.0027657659
2359,0.0045756055,-0.4786533,0.0027657659
2360,0.0045756055,-0.4786533,0.0027657659
2361,0.0045756055,-0.4786533,0.0027657659
2362,0.0045756055,-0.4786533,0.0027657659
2363,0.0045756055,-0.4786533,0.0027657659
2364,0.0045756055,-0.4786533,0.0027657659
2365,0.0045756055,-0.4786533,0.0027657659
2366,0.0045756055,-0.4786533,0.0027657659
2367,0.0045756055,-0.4786533,0.0027657659
2368,0.0045756055,-0.4786533,0.0027657659
2369,0.0045756055,-0.4786533,0.0027657659
2370,0.0045756055,-0.4786533,0.0027657659
2371,0.0045756055,-0.4786533,0.0027657659
2372,0.0045756055,-0.4786533,0.0027657659
2373,0.0045756055,-0.4786533,0.0027657659
2374,0.0045756055,-0.4786533,0.0027657659
2375,0.0045756055,-0.4786533,0.0027657659
2376,0.0045756055,-0.4786533,0.0027657659
2377,0.0045756055,-0.4786533,0.0027657659
2378,0.0045756055,-0.4786533,0.0027657659
2379,0.0045756055,-0.4786533,0.0027657659
2380,0.0045756055,-0.4786533,0.0027657659
2381,0.0045756055,-0.4786533,0.0027657659
2382,0.0045756055,-0.4786533,0.0027657659
2383,0.0045756055,-0.4786533,0.0027657659
2384,0.0045756055,-0.4786533,0.0027657659
2385,0.0045756055,-0.4786533,0.0027657659
2386,0.0045756055,-0.4786533,0.0027657659
2387,0.0045756055,-0.4786533,0.0027657659
2388,0.0045756055,-0.4786533,0.0027657659
2389,0.0045756055,-0.4786533,0.0027657659
2390,0.0045756055,-0.4786533,0.0027657659
2391,0.0045756055,-0.4786533,0.0027657659
2392,0.0045756055,-0.4786533,0.0027657659
2393,0.0045756055,-0.4786533,0.0027657659
2394,0.0045756055,-0.4786533,0.0027657659
2395,0.0045756055,-0.4786533,0.0027657659
2396,0.0045756055,-0.4786533,0.0027657659
2397,0.0045756055,-0.4786533,0.0027657659
2398,0.0045756055,-0.4786533,0.0027657659
2399,0.0045756055,-0.4786533,0.0027657659
2400,0.0045756055,-0.4786533,0.0027657659
2401,0.0045756055,-0.4786533,0.0027657659
2402,0.0045756055,-0.4786533,0.0027657659
2403,0.0045756055,-0.4786533,0.0027657659
2404,0.0045756055,-0.4786533,0.0027657659
2405,0.0045756055,-0.4786533,0.0027657659
2406,0.0045756055,-0.4786533,0.0027657659
2407,0.0045756055,-0.4786533,0.0027657659
2408,0.0045756055,-0.4786533,0.0027657659
2409,0.0045756055,-0.4786533,0.0027657659
2410,0.0045756055,-0.4786533,0.0027657659
2411,0.0045756055,-0.4786533,0.0027657659
2412,0.0045756055,-0.4786533,0.0027657659
2413,0.0045756055,-0.4786533,0.0027657659
2414,0.0045756055,-0.4786533,0.0027657659
2415,0.0045756055,-0.4786533,0.0027657659
2416,0.0045756055,-0.4786533,0.0027657659
2417,0.0045756055,-0.4786533,0.0027657659
2418,0.0045756055,-0.4786533,0.0027657659
2419,0.0045756055,-0.4786533,0.0027657659
2420,0.0045756055,-0.4786533,0.0027657659
2421,0.0045756055,-0.4786533,0.0027657659
2422,0.0045756055,-0.4786533,0.0027657659
2423,0.0045756055,-0.4786533,0.0027657659
2424,0.0045756055,-0.4786533,0.0027657659
2425,0.0045756055,-0.4786533,0.0027657659
2426,0.0045756055,-0.4786533,0.0027657659
2427,0.0045756055,-0.4786533,0.0027657659
2428,0.0045756055,-0.4786533,0.0027657659
2429,0.0045756055,-0.4786533,0.0027657659
2430,0.0045756055,-0.4786533,0.0027657659
2431,0.0045756055,-0.4786533,0.0027657659
2432,0.0045756055,-0.4786533,0.0027657659
2433,0.0045756055,-0.4786533,0.0027657659
2434,0.0045756055,-0.4786533,0.0027657659
2435,0.0045756055,-0.4786533,0.0027657659
2436,0.0045756055,-0.4786533,0.0027657659
2437,0.0045756055,-0.4786533,0.0027657659
2438,0.0045756055,-0.4786533,0.0027657659
2439,0.0045756055,-0.4786533,0.0027657659
2440,0.0045756055,-0.4786533,0.0027657659
2441,0.0045756055,-0.4786533,0.0027657659
2442,0.0045756055,-0.4786533,0.0027657659
2443,0.0045756055,-0.4786533,0.0027657659
2444,0.0045756055,-0.4786533,0.0027657659
2445,0.0045756055,-0.4786533,0.0027657659
2446,0.0045756055,-0.4786533,0.0027657659
2447,0.0045756055,-0.4786533,0.0027657659
2448,0.0045756055,-0.4786533,0.0027657659
2449,0.0045756055,-0.4786533,0.0027657659
2450,0.0045756055,-0.4786533,0.0027657659
2451,0.0045756055,-0.4786533,0.0027657659
2452,0.0045756055,-0.4786533,0.0027657659
2453,0.0045756055,-0.4786533,0.0027657659
2454,0.0045756055,-0.4786533,0.0027657659
2455,0.0045756055,-0.4786533,0.0027657659
2456,0.0045756055,-0.4786533,0.0027657659
2457,0.0045756055,-0.4786533,0.0027657659
2458,0.0045756055,-0.4786533,0.0027657659
2459,0.0045756055,-0.4786533,0.0027657659
2460,0.0045756055,-0.4786533,0.0027657659
2461,0.0045756055,-0.4786533,0.0027657659
2462,0.0045756055,-0.4786533,0.0027657659
2463,0.0045756055,-0.4786533,0.0027657659
2464,0.0045756055,-0.4786533,0.0027657659
2465,0.0045756055,-0.4786533,0.0027657659
2466,0.0045756055,-0.4786533,0.0027657659
2467,0.0045756055,-0.4786533,0.0027657659
2468,0.0045756055,-0.4786533,0.0027657659
2469,0.0045756055,-0.4786533,0.0027657659
2470,0.0045756055,-0.4786533,0.0027657659
2471,0.0045756055,-0.4786533,0.0027657659
2472,0.0045756055,-0.4786533,0.0027657659
2473,0.0045756055,-0.4786533,0.0027657659
2474,0.0045756055,-0.4786533,0.0027657659
2475,0.0045756055,-0.4786533,0.0027657659
2476,0.0045756055,-0.4786533,0.0027657659
2477,0.0045756055,-0.4786533,0.0027657659
2478,0.0045756055,-0.4786533,0.0027657659
2479,0.0045756055,-0.4786533,0.0027657659
2480,0.0045756055,-0.4786533,0.0027657659
2481,0.0045756055,-0.4786533,0.0027657659
2482,0.0045756055,-0.4786533,0.0027657659
2483,0.0045756055,-0.4786533,0.0027657659
2484,0.0045756055,-0.4786533,0.0027657659
2485,0.0045756055,-0.4786533,0.0027657659
2486,0.0045756055,-0.4786533,0.0027657659
2487,0.0045756055,-0.4786533,0.0027657659
2488,0.0045756055,-0.4786533,0.0027657659
2489,0.0045756055,-0.4786533,0.0027657659
2490,0.0045756055,-0.4786533,0.0027657659
2491,0.0045756055,-0.4786533,0.0027657659
2492,0.0045756055,-0.4786533,0.0027657659
2493,0.0045756055,-0.4786533,0.0027657659
2494,0.0045756055,-0.4786533,0.0027657659
2495,0.0045756055,-0.4786533,0.0027657659
2496,0.0045756055,-0.4786533,0.0027657659
2497,0.0045756055,-0.4786533,0.0027657659
2498,0.0045756055,-0.4786533,0.0027657659
2499,0.0045756055,-0.4786533,0.0027657659
2500,0.0045756055,-0.4786533,0.0027657659
2501,0.0045756055,-0.4786533,0.0027657659
2502,0.0045756055,-0.4786533,0.0027657659
2503,0.0045756055,-0.4786533,0.0027657659
2504,0.0045756055,-0.4786533,0.0027657659
2505,0.0045756055,-0.4786533,0.0027657659
2506,0.0045756055,-0.4786533,0.0027657659
2507,0.0045756055,-0.4786533,0.0027657659
2508,0.0045756055,-0.4786533,0.0027657659
2509,0.0045756055,-0.4786533,0.0027657659
2510,0.0045756055,-0.4786533,0.0027657659
2511,0.0045756055,-0.4786533,0.0027657659
2512,0.0045756055,-0.4786533,0.0027657659
2513,0.0045756055,-0.4786533,0.0027657659
2514,0.0045756055,-0.4786533,0.0027657659
2515,0.0045756055,-0.4786533,0.0027657659
2516,0.0045756055,-0.4786533,0.0027657659
2517,0.0045756055,-0.4786533,0.0027657659
2518,0.0045756055,-0.4786533,0.0027657659
2519,0.0045756055,-0.4786533,0.0027657659
2520,0.0045756055,-0.4786533,0.0027657659
2521,0.0045756055,-0.4786533,0.0027657659
2522,0.0045756055,-0.4786533,0.0027657659
2523,0.0045756055,-0.4786533,0.0027657659
2524,0.0045756055,-0.4786533,0.0027657659
2525,0.0045756055,-0.4786533,0.0027657659
2526,0.0045756055,-0.4786533,0.0027657659
2527,0.0045756055,-0.4786533,0.0027657659
2528,0.0045756055,-0.4786533,0.0027657659
2529,0.0045756055,-0.4786533,0.0027657659
2530,0.0045756055,-0.4786533,0.0027657659
2531,0.0045756055,-0.4786533,0.0027657659
2532,0.0045756055,-0.4786533,0.0027657659
2533,0.0045756055,-0.4786533,0.0027657659
2534,0.0045756055,-0.4786533,0.0027657659
2535,0.0045756055,-0.4786533,0.0027657659
2536,0.0045756055,-0.4786533,0.0027657659
2537,0.0045756055,-0.4786533,0.0027657659
2538,0.0045756055,-0.4786533,0.0027657659
2539,0.0045756055,-0.4786533,0.0027657659
2540,0.0045756055,-0.4786533,0.0027657659
2541,0.0045756055,-0.4786533,0.0027657659
2542,0.0045756055,-0.4786533,0.0027657659
2543,0.0045756055,-0.4786533,0.0027657659
2544,0.0045756055,-0.4786533,0.0027657659
2545,0.0045756055,-0.4786533,0.0027657659
2546,0.0045756055,-0.4786533,0.0027657659
2547,0.0045756055,-0.4786533,0.0027657659
2548,0.0045756055,-0.4786533,0.0027657659
2549,0.0045756055,-0.4786533,0.0027657659
2550,0.0045756055,-0.4786533,0.0027657659
2551,0.0045756055,-0.4786533,0.0027657659
2552,0.0045756055,-0.4786533,0.0027657659
2553,0.0045756055,-0.4786533,0.0027657659
2554,0.0045756055,-0.4786533,0.0027657659
2555,0.0045756055,-0.4786533,0.0027657659
2556,0.0045756055,-0.4786533,0.0027657659
2557,0.0045756055,-0.4786533,0.0027657659
2558,0.0045756055,-0.4786533,0.0027657659
2559,0.0045756055,-0.4786533,0.0027657659
2560,0.0045756055,-0.4786533,0.0027657659
2561,0.0045756055,-0.4786533,0.0027657659
2562,0.0045756055,-0.4786533,0.0027657659
2563,0.0045756055,-0.4786533,0.0027657659
2564,0.0045756055,-0.4786533,0.0027657659
2565,0.0045756055,-0.4786533,0.0027657659
2566,0.0045756055,-0.4786533,0.0027657659
2567,0.0045756055,-0.4786533,0.0027657659
2568,0.0045756055,-0.4786533,0.0027657659
2569,0.0045756055,-0.4786533,0.0027657659
2570,0.0045756055,-0.4786533,0.0027657659
2571,0.0045756055,-0.4786533,0.0027657659
2572,0.0045756055,-0.4786533,0.0027657659
2573,0.0045756055,-0.4786533,0.0027657659
2574,0.0045756055,-0.4786533,0.0027657659
2575,0.0045756055,-0.4786533,0.0027657659
2576,0.0045756055,-0.4786533,0.0027657659
2577,0.0045756055,-0.4786533,0.0027657659
2578,0.0045756055,-0.4786533,0.0027657659
2579,0.0045756055,-0.4786533,0.0027657659
2580,0.0045756055,-0.4786533,0.0027657659
2581,0.0045756055,-0.4786533,0.0027657659
2582,0.0045756055,-0.4786533,0.0027657659
2583,0.0045756055,-0.4786533,0.0027657659
2584,0.0045756055,-0.4786533,0.0027657659
2585,0.0045756055,-0.4786533,0.0027657659
2586,0.0045756055,-0.4786533,0.0027657659
2587,0.0045756055,-0.4786533,0.0027657659
2588,0.0045756055,-0.4786533,0.0027657659
2589,0.0045756055,-0.4786533,0.0027657659
2590,0.0045756055,-0.4786533,0.0027657659
2591,0.0045756055,-0.4786533,0.0027657659
2592,0.0045756055,-0.4786533,0.0027657659
2593,0.0045756055,-0.4786533,0.0027657659
2594,0.0045756055,-0.4786533,0.0027657659
2595,0.0045756055,-0.4786533,0.0027657659
2596,0.0045756055,-0.4786533,0.0027657659
2597,0.0045756055,-0.4786533,0.0027657659
2598,0.0045756055,-0.4786533,0.0027657659
2599,0.0045756055,-0.4786533,0.0027657659
2600,0.0045756055,-0.4786533,0.0027657659
2601,0.0045756055,-0.4786533,0.0027657659
2602,0.0045756055,-0.4786533,0.0027657659
2603,0.0045756055,-0.4786533,0.0027657659
2604,0.0045756055,-0.4786533,0.0027657659
2605,0.0045756055,-0.4786533,0.0027657659
2606,0.0045756055,-0.4786533,0.0027657659
2607,0.0045756055,-0.4786533,0.0027657659
2608,0.0045756055,-0.4786533,0.0027657659
2609,0.0045756055,-0.4786533,0.0027657659
2610,0.0045756055,-0.4786533,0.0027657659
2611,0.0045756055,-0.4786533,0.0027657659
2612,0.0045756055,-0.4786533,0.0027657659
2613,0.0045756055,-0.4786533,0.0027657659
2614,0.0045756055,-0.4786533,0.0027657659
2615,0.0045756055,-0.4786533,0.0027657659
2616,0.0045756055,-0.4786533,0.0027657659
2617,0.0045756055,-0.4786533,0.0027657659
2618,0.0045756055,-0.4786533,0.0027657659
2619,0.0045756055,-0.4786533,0.0027657659
2620,0.0045756055,-0.4786533,0.0027657659
2621,0.0045756055,-0.4786533,0.0027657659
2622,0.0045756055,-0.4786533,0.0027657659
2623,0.0045756055,-0.4786533,0.0027657659
2624,0.0045756055,-0.4786533,0.0027657659
2625,0.0045756055,-0.4786533,0.0027657659
2626,0.0045756055,-0.4786533,0.0027657659
2627,0.0045756055,-0.4786533,0.0027657659
2628,0.0045756055,-0.4786533,0.0027657659
2629,0.0045756055,-0.4786533,0.0027657659
2630,0.0045756055,-0.4786533,0.0027657659
2631,0.0045756055,-0.4786533,0.0027657659
2632,0.0045756055,-0.4786533,0.0027657659
2633,0.0045756055,-0.4786533,0.0027657659
2634,0.0045756055,-0.4786533,0.0027657659
2635,0.0045756055,-0.4786533,0.0027657659
2636,0.0045756055,-0.4786533,0.0027657659
2637,0.0045756055,-0.4786533,0.0027657659
2638,0.0045756055,-0.4786533,0.0027657659
2639,0.0045756055,-0.4786533,0.0027657659
2640,0.0045756055,-0.4786533,0.0027657659
2641,0.0045756055,-0.4786533,0.0027657659
2642,0.0045756055,-0.4786533,0.0027657659
2643,0.0045756055,-0.4786533,0.0027657659
2644,0.0045756055,-0.4786533,0.0027657659
2645,0.0045756055,-0.4786533,0.0027657659
2646,0.0045756055,-0.4786533,0.0027657659
2647,0.0045756055,-0.4786533,0.0027657659
2648,0.0045756055,-0.4786533,0.0027657659
2649,0.0045756055,-0.4786533,0.0027657659
2650,0.0045756055,-0.4786533,0.0027657659
2651,0.0045756055,-0.4786533,0.0027657659
2652,0.0045756055,-0.4786533,0.0027657659
2653,0.0045756055,-0.4786533,0.0027657659
2654,0.0045756055,-0.4786533,0.0027657659
2655,0.0045756055,-0.4786533,0.0027657659
2656,0.0045756055,-0.4786533,0.0027657659
2657,0.0045756055,-0.4786533,0.0027657659
2658,0.0045756055,-0.4786533,0.0027657659
2659,0.0045756055,-0.4786533,0.0027657659
