iteration, x, y, value
86,0.0045756055,-0.4786533,0.0027657659
87,0.0045756055,-0.4786533,0.0027657659
88,0.0045756055,-0.4786533,0.0027657659
89,0.0045756055,-0.4786533,0.0027657659
90,0.0045756055,-0.4786533,0.0027657659
91,0.0045756055,-0.4786533,0.0027657659
92,0.0045756055,-0.4786533,0.0027657659
93,0.0045756055,-0.4786533,0.0027657659
94,0.0045756055,-0.4786533,0.0027657659
95,0.0045756055,-0.4786533,0.0027657659
96,0.0045756055,-0.4786533,0.0027657659
97,0.0045756055,-0.4786533,0.0027657659
98,0.0045756055,-0.4786533,0.0027657659
99,0.0045756055,-0.4786533,0.0027657659
100,0.0045756055,-0.4786533,0.0027657659
101,0.0045756055,-0.4786533,0.0027657659
102,0.0045756055,-0.4786533,0.0027657659
103,0.0045756055,-0.4786533,0.0027657659
104,0.0045756055,-0.4786533,0.0027657659
105,0.0045756055,-0.4786533,0.0027657659
106,0.0045756055,-0.4786533,0.0027657659
107,0.0045756055,-0.4786533,0.0027657659
108,0.0045756055,-0.4786533,0.0027657659
109,0.0045756055,-0.4786533,0.0027657659
110,0.0045756055,-0.4786533,0.0027657659
111,0.0045756055,-0.4786533,0.0027657659
112,0.0045756055,-0.4786533,0.0027657659
113,0.0045756055,-0.4786533,0.0027657659
114,0.0045756055,-0.4786533,0.0027657659
115,0.0045756055,-0.4786533,0.0027657659
116,0.0045756055,-0.4786533,0.0027657659
117,0.0045756055,-0.4786533,0.0027657659
118,0.0045756055,-0.4786533,0.0027657659
119,0.0045756055,-0.4786533,0.0027657659
120,0.0045756055,-0.4786533,0.0027657659
121,0.0045756055,-0.4786533,0.0027657659
122,0.0045756055,-0.4786533,0.0027657659
123,0.0045756055,-0.4786533,0.0027657659
124,0.0045756055,-0.4786533,0.0027657659
125,0.0045756055,-0.4786533,0.0027657659
126,0.0045756055,-0.4786533,0.0027657659
127,0.0045756055,-0.4786533,0.0027657659
128,0.0045756055,-0.4786533,0.0027657659
129,0.0045756055,-0.4786533,0.0027657659
130,0.0045756055,-0.4786533,0.0027657659
131,0.0045756055,-0.4786533,0.0027657659
132,0.0045756055,-0.4786533,0.0027657659
133,0.0045756055,-0.4786533,0.0027657659
134,0.0045756055,-0.4786533,0.0027657659
135,0.0045756055,-0.4786533,0.0027657659
136,0.0045756055,-0.4786533,0.0027657659
137,0.0045756055,-0.4786533,0.0027657659
138,0.0045756055,-0.4786533,0.0027657659
139,0.0045756055,-0.4786533,0.0027657659
140,0.0045756055,-0.4786533,0.0027657659
141,0.0045756055,-0.4786533,0.0027657659
142,0.0045756055,-0.4786533,0.0027657659
143,0.0045756055,-0.4786533,0.0027657659
144,0.0045756055,-0.4786533,0.0027657659
145,0.0045756055,-0.4786533,0.0027657659
146,0.0045756055,-0.4786533,0.0027657659
147,0.0045756055,-0.4786533,0.0027657659
148,0.0045756055,-0.4786533,0.0027657659
149,0.0045756055,-0.4786533,0.0027657659
150,0.0045756055,-0.4786533,0.0027657659
151,0.0045756055,-0.4786533,0.0027657659
152,0.0045756055,-0.4786533,0.0027657659
153,0.0045756055,-0.4786533,0.0027657659
154,0.0045756055,-0.4786533,0.0027657659
155,0.0045756055,-0.4786533,0.0027657659
156,0.0045756055,-0.4786533,0.0027657659
157,0.0045756055,-0.4786533,0.0027657659
158,0.0045756055,-0.4786533,0.0027657659
159,0.0045756055,-0.4786533,0.0027657659
160,0.0045756055,-0.4786533,0.0027657659
161,0.0045756055,-0.4786533,0.0027657659
162,0.0045756055,-0.4786533,0.0027657659
163,0.0045756055,-0.4786533,0.0027657659
164,0.0045756055,-0.4786533,0.0027657659
165,0.0045756055,-0.4786533,0.0027657659
166,0.0045756055,-0.4786533,0.0027657659
167,0.0045756055,-0.4786533,0.0027657659
168,0.0045756055,-0.4786533,0.0027657659
169,0.0045756055,-0.4786533,0.0027657659
170,0.0045756055,-0.4786533,0.0027657659
171,0.0045756055,-0.4786533,0.0027657659
172,0.0045756055,-0.4786533,0.0027657659
173,0.0045756055,-0.4786533,0.0027657659
174,0.0045756055,-0.4786533,0.0027657659
175,0.0045756055,-0.4786533,0.0027657659
176,0.0045756055,-0.4786533,0.0027657659
177,0.0045756055,-0.4786533,0.0027657659
178,0.0045756055,-0.4786533,0.0027657659
179,0.0045756055,-0.4786533,0.0027657659
180,0.0045756055,-0.4786533,0.0027657659
181,0.0045756055,-0.4786533,0.0027657659
182,0.0045756055,-0.4786533,0.0027657659
183,0.0045756055,-0.4786533,0.0027657659
184,0.0045756055,-0.4786533,0.0027657659
185,0.0045756055,-0.4786533,0.0027657659
186,0.0045756055,-0.4786533,0.0027657659
187,0.0045756055,-0.4786533,0.0027657659
188,0.0045756055,-0.4786533,0.0027657659
189,0.0045756055,-0.4786533,0.0027657659
190,0.0045756055,-0.4786533,0.0027657659
191,0.0045756055,-0.4786533,0.0027657659
192,0.0045756055,-0.4786533,0.0027657659
193,0.0045756055,-0.4786533,0.0027657659
194,0.0045756055,-0.4786533,0.0027657659
195,0.0045756055,-0.4786533,0.0027657659
196,0.0045756055,-0.4786533,0.0027657659
197,0.0045756055,-0.4786533,0.0027657659
198,0.0045756055,-0.4786533,0.0027657659
199,0.0045756055,-0.4786533,0.0027657659
200,0.0045756055,-0.4786533,0.0027657659
201,0.0045756055,-0.4786533,0.0027657659
202,0.0045756055,-0.4786533,0.0027657659
203,0.0045756055,-0.4786533,0.0027657659
204,0.0045756055,-0.4786533,0.0027657659
205,0.0045756055,-0.4786533,0.0027657659
206,0.0045756055,-0.4786533,0.0027657659
207,0.0045756055,-0.4786533,0.0027657659
208,0.0045756055,-0.4786533,0.0027657659
209,0.0045756055,-0.4786533,0.0027657659
210,0.0045756055,-0.4786533,0.0027657659
211,0.0045756055,-0.4786533,0.0027657659
212,0.0045756055,-0.4786533,0.0027657659
213,0.0045756055,-0.4786533,0.0027657659
214,0.0045756055,-0.4786533,0.0027657659
215,0.0045756055,-0.4786533,0.0027657659
216,0.0045756055,-0.4786533,0.0027657659
217,0.0045756055,-0.4786533,0.0027657659
218,0.0045756055,-0.4786533,0.0027657659
219,0.0045756055,-0.4786533,0.0027657659
220,0.0045756055,-0.4786533,0.0027657659
221,0.0045756055,-0.4786533,0.0027657659
222,0.0045756055,-0.4786533,0.0027657659
223,0.0045756055,-0.4786533,0.0027657659
224,0.0045756055,-0.4786533,0.0027657659
225,0.0045756055,-0.4786533,0.0027657659
226,0.0045756055,-0.4786533,0.0027657659
227,0.0045756055,-0.4786533,0.0027657659
228,0.0045756055,-0.4786533,0.0027657659
229,0.0045756055,-0.4786533,0.0027657659
230,0.0045756055,-0.4786533,0.0027657659
231,0.0045756055,-0.4786533,0.0027657659
232,0.0045756055,-0.4786533,0.0027657659
233,0.0045756055,-0.4786533,0.0027657659
234,0.0045756055,-0.4786533,0.0027657659
235,0.0045756055,-0.4786533,0.0027657659
236,0.0045756055,-0.4786533,0.0027657659
237,0.0045756055,-0.4786533,0.0027657659
238,0.0045756055,-0.4786533,0.0027657659
239,0.0045756055,-0.4786533,0.0027657659
240,0.0045756055,-0.4786533,0.0027657659
241,0.0045756055,-0.4786533,0.0027657659
242,0.0045756055,-0.4786533,0.0027657659
243,0.0045756055,-0.4786533,0.0027657659
244,0.0045756055,-0.4786533,0.0027657659
245,0.0045756055,-0.4786533,0.0027657659
246,0.0045756055,-0.4786533,0.0027657659
247,0.0045756055,-0.4786533,0.0027657659
248,0.0045756055,-0.4786533,0.0027657659
249,0.0045756055,-0.4786533,0.0027657659
250,0.0045756055,-0.4786533,0.0027657659
251,0.0045756055,-0.4786533,0.0027657659
252,0.0045756055,-0.4786533,0.0027657659
253,0.0045756055,-0.4786533,0.0027657659
254,0.0045756055,-0.4786533,0.0027657659
255,0.0045756055,-0.4786533,0.0027657659
256,0.0045756055,-0.4786533,0.0027657659
257,0.0045756055,-0.4786533,0.0027657659
258,0.0045756055,-0.4786533,0.0027657659
259,0.0045756055,-0.4786533,0.0027657659
260,0.0045756055,-0.4786533,0.0027657659
261,0.0045756055,-0.4786533,0.0027657659
262,0.0045756055,-0.4786533,0.0027657659
263,0.0045756055,-0.4786533,0.0027657659
264,0.0045756055,-0.4786533,0.0027657659
265,0.0045756055,-0.4786533,0.0027657659
266,0.0045756055,-0.4786533,0.0027657659
267,0.0045756055,-0.4786533,0.0027657659
268,0.0045756055,-0.4786533,0.0027657659
269,0.0045756055,-0.4786533,0.0027657659
270,0.0045756055,-0.4786533,0.0027657659
271,0.0045756055,-0.4786533,0.0027657659
272,0.0045756055,-0.4786533,0.0027657659
273,0.0045756055,-0.4786533,0.0027657659
274,0.0045756055,-0.4786533,0.0027657659
275,0.0045756055,-0.4786533,0.0027657659
276,0.0045756055,-0.4786533,0.0027657659
277,0.0045756055,-0.4786533,0.0027657659
278,0.0045756055,-0.4786533,0.0027657659
279,0.0045756055,-0.4786533,0.0027657659
280,0.0045756055,-0.4786533,0.0027657659
281,0.0045756055,-0.4786533,0.0027657659
282,0.0045756055,-0.4786533,0.0027657659
283,0.0045756055,-0.4786533,0.0027657659
284,0.0045756055,-0.4786533,0.0027657659
285,0.0045756055,-0.4786533,0.0027657659
286,0.0045756055,-0.4786533,0.0027657659
287,0.0045756055,-0.4786533,0.0027657659
288,0.0045756055,-0.4786533,0.0027657659
289,0.0045756055,-0.4786533,0.0027657659
290,0.0045756055,-0.4786533,0.0027657659
291,0.0045756055,-0.4786533,0.0027657659
292,0.0045756055,-0.4786533,0.0027657659
293,0.0045756055,-0.4786533,0.0027657659
294,0.0045756055,-0.4786533,0.0027657659
295,0.0045756055,-0.4786533,0.0027657659
296,0.0045756055,-0.4786533,0.0027657659
297,0.0045756055,-0.4786533,0.0027657659
298,0.0045756055,-0.4786533,0.0027657659
299,0.0045756055,-0.4786533,0.0027657659
300,0.0045756055,-0.4786533,0.0027657659
301,0.0045756055,-0.4786533,0.0027657659
302,0.0045756055,-0.4786533,0.0027657659
303,0.0045756055,-0.4786533,0.0027657659
304,0.0045756055,-0.4786533,0.0027657659
305,0.0045756055,-0.4786533,0.0027657659
306,0.0045756055,-0.4786533,0.0027657659
307,0.0045756055,-0.4786533,0.0027657659
308,0.0045756055,-0.4786533,0.0027657659
309,0.0045756055,-0.4786533,0.0027657659
310,0.0045756055,-0.4786533,0.0027657659
311,0.0045756055,-0.4786533,0.0027657659
312,0.0045756055,-0.4786533,0.0027657659
313,0.0045756055,-0.4786533,0.0027657659
314,0.0045756055,-0.4786533,0.0027657659
315,0.0045756055,-0.4786533,0.0027657659
316,0.0045756055,-0.4786533,0.0027657659
317,0.0045756055,-0.4786533,0.0027657659
318,0.0045756055,-0.4786533,0.0027657659
319,0.0045756055,-0.4786533,0.0027657659
320,0.0045756055,-0.4786533,0.0027657659
321,0.0045756055,-0.4786533,0.0027657659
322,0.0045756055,-0.4786533,0.0027657659
323,0.0045756055,-0.4786533,0.0027657659
324,0.0045756055,-0.4786533,0.0027657659
325,0.0045756055,-0.4786533,0.0027657659
326,0.0045756055,-0.4786533,0.0027657659
327,0.0045756055,-0.4786533,0.0027657659
328,0.0045756055,-0.4786533,0.0027657659
329,0.0045756055,-0.4786533,0.0027657659
330,0.0045756055,-0.4786533,0.0027657659
331,0.0045756055,-0.4786533,0.0027657659
332,0.0045756055,-0.4786533,0.0027657659
333,0.0045756055,-0.4786533,0.0027657659
334,0.0045756055,-0.4786533,0.0027657659
335,0.0045756055,-0.4786533,0.0027657659
336,0.0045756055,-0.4786533,0.0027657659
337,0.0045756055,-0.4786533,0.0027657659
338,0.0045756055,-0.4786533,0.0027657659
339,0.0045756055,-0.4786533,0.0027657659
340,0.0045756055,-0.4786533,0.0027657659
341,0.0045756055,-0.4786533,0.0027657659
342,0.0045756055,-0.4786533,0.0027657659
343,0.0045756055,-0.4786533,0.0027657659
344,0.0045756055,-0.4786533,0.0027657659
345,0.0045756055,-0.4786533,0.0027657659
346,0.0045756055,-0.4786533,0.0027657659
347,0.0045756055,-0.4786533,0.0027657659
348,0.0045756055,-0.4786533,0.0027657659
349,0.0045756055,-0.4786533,0.0027657659
350,0.0045756055,-0.4786533,0.0027657659
351,0.0045756055,-0.4786533,0.0027657659
352,0.0045756055,-0.4786533,0.0027657659
353,0.0045756055,-0.4786533,0.0027657659
354,0.0045756055,-0.4786533,0.0027657659
355,0.0045756055,-0.4786533,0.0027657659
356,0.0045756055,-0.4786533,0.0027657659
357,0.0045756055,-0.4786533,0.0027657659
358,0.0045756055,-0.4786533,0.0027657659
359,0.0045756055,-0.4786533,0.0027657659
360,0.0045756055,-0.4786533,0.0027657659
361,0.0045756055,-0.4786533,0.0027657659
362,0.0045756055,-0.4786533,0.0027657659
363,0.0045756055,-0.4786533,0.0027657659
364,0.0045756055,-0.4786533,0.0027657659
365,0.0045756055,-0.4786533,0.0027657659
366,0.0045756055,-0.4786533,0.0027657659
367,0.0045756055,-0.4786533,0.0027657659
368,0.0045756055,-0.4786533,0.0027657659
369,0.0045756055,-0.4786533,0.0027657659
370,0.0045756055,-0.4786533,0.0027657659
371,0.0045756055,-0.4786533,0.0027657659
372,0.0045756055,-0.4786533,0.0027657659
373,0.0045756055,-0.4786533,0.0027657659
374,0.0045756055,-0.4786533,0.0027657659
375,0.0045756055,-0.4786533,0.0027657659
376,0.0045756055,-0.4786533,0.0027657659
377,0.0045756055,-0.4786533,0.0027657659
378,0.0045756055,-0.4786533,0.0027657659
379,0.0045756055,-0.4786533,0.0027657659
380,0.0045756055,-0.4786533,0.0027657659
381,0.0045756055,-0.4786533,0.0027657659
382,0.0045756055,-0.4786533,0.0027657659
383,0.0045756055,-0.4786533,0.0027657659
384,0.0045756055,-0.4786533,0.0027657659
385,0.0045756055,-0.4786533,0.0027657659
386,0.0045756055,-0.4786533,0.0027657659
387,0.0045756055,-0.4786533,0.0027657659
388,0.0045756055,-0.4786533,0.0027657659
389,0.0045756055,-0.4786533,0.0027657659
390,0.0045756055,-0.4786533,0.0027657659
391,0.0045756055,-0.4786533,0.0027657659
392,0.0045756055,-0.4786533,0.0027657659
393,0.0045756055,-0.4786533,0.0027657659
394,0.0045756055,-0.4786533,0.0027657659
395,0.0045756055,-0.4786533,0.0027657659
396,0.0045756055,-0.4786533,0.0027657659
397,0.0045756055,-0.4786533,0.0027657659
398,0.0045756055,-0.4786533,0.0027657659
399,0.0045756055,-0.4786533,0.0027657659
400,0.0045756055,-0.4786533,0.0027657659
401,0.0045756055,-0.4786533,0.0027657659
402,0.0045756055,-0.4786533,0.0027657659
403,0.0045756055,-0.4786533,0.0027657659
404,0.0045756055,-0.4786533,0.0027657659
405,0.0045756055,-0.4786533,0.0027657659
406,0.0045756055,-0.4786533,0.0027657659
407,0.0045756055,-0.4786533,0.0027657659
408,0.0045756055,-0.4786533,0.0027657659
409,0.0045756055,-0.4786533,0.0027657659
410,0.0045756055,-0.4786533,0.0027657659
411,0.0045756055,-0.4786533,0.0027657659
412,0.0045756055,-0.4786533,0.0027657659
413,0.0045756055,-0.4786533,0.0027657659
414,0.0045756055,-0.4786533,0.0027657659
415,0.0045756055,-0.4786533,0.0027657659
416,0.0045756055,-0.4786533,0.0027657659
417,0.0045756055,-0.4786533,0.0027657659
418,0.0045756055,-0.4786533,0.0027657659
419,0.0045756055,-0.4786533,0.0027657659
420,0.0045756055,-0.4786533,0.0027657659
421,0.0045756055,-0.4786533,0.0027657659
422,0.0045756055,-0.4786533,0.0027657659
423,0.0045756055,-0.4786533,0.0027657659
424,0.0045756055,-0.4786533,0.0027657659
425,0.0045756055,-0.4786533,0.0027657659
426,0.0045756055,-0.4786533,0.0027657659
427,0.0045756055,-0.4786533,0.0027657659
428,0.0045756055,-0.4786533,0.0027657659
429,0.0045756055,-0.4786533,0.0027657659
430,0.0045756055,-0.4786533,0.0027657659
431,0.0045756055,-0.4786533,0.0027657659
432,0.0045756055,-0.4786533,0.0027657659
433,0.0045756055,-0.4786533,0.0027657659
434,0.0045756055,-0.4786533,0.0027657659
435,0.0045756055,-0.4786533,0.0027657659
436,0.0045756055,-0.4786533,0.0027657659
437,0.0045756055,-0.4786533,0.0027657659
438,0.0045756055,-0.4786533,0.0027657659
439,0.0045756055,-0.4786533,0.0027657659
440,0.0045756055,-0.4786533,0.0027657659
441,0.0045756055,-0.4786533,0.0027657659
442,0.0045756055,-0.4786533,0.0027657659
443,0.0045756055,-0.4786533,0.0027657659
444,0.0045756055,-0.4786533,0.0027657659
445,0.0045756055,-0.4786533,0.0027657659
446,0.0045756055,-0.4786533,0.0027657659
447,0.0045756055,-0.4786533,0.0027657659
448,0.0045756055,-0.4786533,0.0027657659
449,0.0045756055,-0.4786533,0.0027657659
450,0.0045756055,-0.4786533,0.0027657659
451,0.0045756055,-0.4786533,0.0027657659
452,0.0045756055,-0.4786533,0.0027657659
453,0.0045756055,-0.4786533,0.0027657659
454,0.0045756055,-0.4786533,0.0027657659
455,0.0045756055,-0.4786533,0.0027657659
456,0.0045756055,-0.4786533,0.0027657659
457,0.0045756055,-0.4786533,0.0027657659
458,0.0045756055,-0.4786533,0.0027657659
459,0.0045756055,-0.4786533,0.0027657659
460,0.0045756055,-0.4786533,0.0027657659
461,0.0045756055,-0.4786533,0.0027657659
462,0.0045756055,-0.4786533,0.0027657659
463,0.0045756055,-0.4786533,0.0027657659
464,0.0045756055,-0.4786533,0.0027657659
465,0.0045756055,-0.4786533,0.0027657659
466,0.0045756055,-0.4786533,0.0027657659
467,0.0045756055,-0.4786533,0.0027657659
468,0.0045756055,-0.4786533,0.0027657659
469,0.0045756055,-0.4786533,0.0027657659
470,0.0045756055,-0.4786533,0.0027657659
471,0.0045756055,-0.4786533,0.0027657659
472,0.0045756055,-0.4786533,0.0027657659
473,0.0045756055,-0.4786533,0.0027657659
474,0.0045756055,-0.4786533,0.0027657659
475,0.0045756055,-0.4786533,0.0027657659
476,0.0045756055,-0.4786533,0.0027657659
477,0.0045756055,-0.4786533,0.0027657659
478,0.0045756055,-0.4786533,0.0027657659
479,0.0045756055,-0.4786533,0.0027657659
480,0.0045756055,-0.4786533,0.0027657659
481,0.0045756055,-0.4786533,0.0027657659
482,0.0045756055,-0.4786533,0.0027657659
483,0.0045756055,-0.4786533,0.0027657659
484,0.0045756055,-0.4786533,0.0027657659
485,0.0045756055,-0.4786533,0.0027657659
486,0.0045756055,-0.4786533,0.0027657659
487,0.0045756055,-0.4786533,0.0027657659
488,0.0045756055,-0.4786533,0.0027657659
489,0.0045756055,-0.4786533,0.0027657659
490,0.0045756055,-0.4786533,0.0027657659
491,0.0045756055,-0.4786533,0.0027657659
492,0.0045756055,-0.4786533,0.0027657659
493,0.0045756055,-0.4786533,0.0027657659
494,0.0045756055,-0.4786533,0.0027657659
495,0.0045756055,-0.4786533,0.0027657659
496,0.0045756055,-0.4786533,0.0027657659
497,0.0045756055,-0.4786533,0.0027657659
498,0.0045756055,-0.4786533,0.0027657659
499,0.0045756055,-0.4786533,0.0027657659
500,0.0045756055,-0.4786533,0.0027657659
501,0.0045756055,-0.4786533,0.0027657659
502,0.0045756055,-0.4786533,0.0027657659
503,0.0045756055,-0.4786533,0.0027657659
504,0.0045756055,-0.4786533,0.0027657659
505,0.0045756055,-0.4786533,0.0027657659
506,0.0045756055,-0.4786533,0.0027657659
507,0.0045756055,-0.4786533,0.0027657659
508,0.0045756055,-0.4786533,0.0027657659
509,0.0045756055,-0.4786533,0.0027657659
510,0.0045756055,-0.4786533,0.0027657659
511,0.0045756055,-0.4786533,0.0027657659
512,0.0045756055,-0.4786533,0.0027657659
513,0.0045756055,-0.4786533,0.0027657659
514,0.0045756055,-0.4786533,0.0027657659
515,0.0045756055,-0.4786533,0.0027657659
516,0.0045756055,-0.4786533,0.0027657659
517,0.0045756055,-0.4786533,0.0027657659
518,0.0045756055,-0.4786533,0.0027657659
519,0.0045756055,-0.4786533,0.0027657659
520,0.0045756055,-0.4786533,0.0027657659
521,0.0045756055,-0.4786533,0.0027657659
522,0.0045756055,-0.4786533,0.0027657659
523,0.0045756055,-0.4786533,0.0027657659
524,0.0045756055,-0.4786533,0.0027657659
525,0.0045756055,-0.4786533,0.0027657659
526,0.0045756055,-0.4786533,0.0027657659
527,0.0045756055,-0.4786533,0.0027657659
528,0.0045756055,-0.4786533,0.0027657659
529,0.0045756055,-0.4786533,0.0027657659
530,0.0045756055,-0.4786533,0.0027657659
531,0.0045756055,-0.4786533,0.0027657659
532,0.0045756055,-0.4786533,0.0027657659
533,0.0045756055,-0.4786533,0.0027657659
534,0.0045756055,-0.4786533,0.0027657659
535,0.0045756055,-0.4786533,0.0027657659
536,0.0045756055,-0.4786533,0.0027657659
537,0.0045756055,-0.4786533,0.0027657659
538,0.0045756055,-0.4786533,0.0027657659
539,0.0045756055,-0.4786533,0.0027657659
540,0.0045756055,-0.4786533,0.0027657659
541,0.0045756055,-0.4786533,0.0027657659
542,0.0045756055,-0.4786533,0.0027657659
543,0.0045756055,-0.4786533,0.0027657659
544,0.0045756055,-0.4786533,0.0027657659
545,0.0045756055,-0.4786533,0.0027657659
546,0.0045756055,-0.4786533,0.0027657659
547,0.0045756055,-0.4786533,0.0027657659
548,0.0045756055,-0.4786533,0.0027657659
549,0.0045756055,-0.4786533,0.0027657659
550,0.0045756055,-0.4786533,0.0027657659
551,0.0045756055,-0.4786533,0.0027657659
552,0.0045756055,-0.4786533,0.0027657659
553,0.0045756055,-0.4786533,0.0027657659
554,0.0045756055,-0.4786533,0.0027657659
555,0.0045756055,-0.4786533,0.0027657659
556,0.0045756055,-0.4786533,0.0027657659
557,0.0045756055,-0.4786533,0.0027657659
558,0.0045756055,-0.4786533,0.0027657659
559,0.0045756055,-0.4786533,0.0027657659
560,0.0045756055,-0.4786533,0.0027657659
561,0.0045756055,-0.4786533,0.0027657659
562,0.0045756055,-0.4786533,0.0027657659
563,0.0045756055,-0.4786533,0.0027657659
564,0.0045756055,-0.4786533,0.0027657659
565,0.0045756055,-0.4786533,0.0027657659
566,0.0045756055,-0.4786533,0.0027657659
567,0.0045756055,-0.4786533,0.0027657659
568,0.0045756055,-0.4786533,0.0027657659
569,0.0045756055,-0.4786533,0.0027657659
570,0.0045756055,-0.4786533,0.0027657659
571,0.0045756055,-0.4786533,0.0027657659
572,0.0045756055,-0.4786533,0.0027657659
573,0.0045756055,-0.4786533,0.0027657659
574,0.0045756055,-0.4786533,0.0027657659
575,0.0045756055,-0.4786533,0.0027657659
576,0.0045756055,-0.4786533,0.0027657659
577,0.0045756055,-0.4786533,0.0027657659
578,0.0045756055,-0.4786533,0.0027657659
579,0.0045756055,-0.4786533,0.0027657659
580,0.0045756055,-0.4786533,0.0027657659
581,0.0045756055,-0.4786533,0.0027657659
582,0.0045756055,-0.4786533,0.0027657659
583,0.0045756055,-0.4786533,0.0027657659
584,0.0045756055,-0.4786533,0.0027657659
585,0.0045756055,-0.4786533,0.0027657659
586,0.0045756055,-0.4786533,0.0027657659
587,0.0045756055,-0.4786533,0.0027657659
588,0.0045756055,-0.4786533,0.0027657659
589,0.0045756055,-0.4786533,0.0027657659
590,0.0045756055,-0.4786533,0.0027657659
591,0.0045756055,-0.4786533,0.0027657659
592,0.0045756055,-0.4786533,0.0027657659
593,0.0045756055,-0.4786533,0.0027657659
594,0.0045756055,-0.4786533,0.0027657659
595,0.0045756055,-0.4786533,0.0027657659
596,0.0045756055,-0.4786533,0.0027657659
597,0.0045756055,-0.4786533,0.0027657659
598,0.0045756055,-0.4786533,0.0027657659
599,0.0045756055,-0.4786533,0.0027657659
600,0.0045756055,-0.4786533,0.0027657659
601,0.0045756055,-0.4786533,0.0027657659
602,0.0045756055,-0.4786533,0.0027657659
603,0.0045756055,-0.4786533,0.0027657659
604,0.0045756055,-0.4786533,0.0027657659
605,0.0045756055,-0.4786533,0.0027657659
606,0.0045756055,-0.4786533,0.0027657659
607,0.0045756055,-0.4786533,0.0027657659
608,0.0045756055,-0.4786533,0.0027657659
609,0.0045756055,-0.4786533,0.0027657659
610,0.0045756055,-0.4786533,0.0027657659
